CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
41039003600,Oregon,Lane,3396,1705,1691,3.5,82.0,0.9,0.0,7.3,0.0,2636,40888.0,8855.0,34043.0,4525.0,17.1,15.3,50.6,16.3,19.3,6.0,7.8,65.9,6.2,5.6,3.1,14.1,5.1,22.7,1635,65.4,23.4,10.6,0.6,6.7
41039003700,Oregon,Lane,4640,1951,2689,8.9,73.1,3.3,0.0,7.5,0.4,4228,21384.0,8011.0,9183.0,1373.0,58.8,22.2,34.5,39.6,19.1,1.3,5.5,29.3,4.0,4.9,33.3,16.3,12.3,15.8,1370,56.2,39.8,3.5,0.5,18.5
41039003800,Oregon,Lane,7235,4069,3166,5.4,80.4,2.4,1.7,7.0,0.0,6789,9103.0,2822.0,7454.0,1044.0,79.9,100.0,26.1,30.8,33.6,4.6,4.8,29.0,0.5,5.5,46.6,14.8,3.7,13.1,3039,78.5,17.9,3.6,0.0,10.8
41039003900,Oregon,Lane,2727,1535,1192,6.9,75.8,2.7,2.3,6.3,0.0,2363,13804.0,1865.0,17143.0,2474.0,46.0,20.5,47.1,25.1,16.6,2.1,9.1,36.0,3.2,10.6,31.9,15.9,2.5,14.6,1226,69.9,26.1,3.3,0.7,11.4
41039004000,Oregon,Lane,2428,1338,1090,11.2,77.2,4.0,1.8,0.0,0.0,2027,18996.0,3431.0,21902.0,5126.0,39.3,54.9,30.7,32.0,20.5,5.7,11.1,45.3,9.7,6.4,15.6,14.1,9.0,19.2,1082,70.9,15.2,13.9,0.0,14.8
41039004100,Oregon,Lane,3967,1934,2033,8.1,84.1,0.8,1.0,2.8,0.2,3100,52627.0,5490.0,22897.0,1902.0,18.1,22.7,38.3,17.0,28.9,6.5,9.3,73.5,8.6,1.8,1.3,7.5,7.3,18.2,2141,69.7,17.8,12.5,0.0,9.0
41039004200,Oregon,Lane,3632,2203,1429,14.6,73.0,1.7,2.6,1.0,0.0,2815,21408.0,4210.0,18796.0,4377.0,44.3,54.9,21.8,24.9,19.1,16.6,17.6,45.2,23.0,0.6,10.6,13.9,6.7,17.5,1543,85.2,7.3,7.5,0.0,18.4
41039004300,Oregon,Lane,7171,3768,3403,20.0,71.9,1.5,0.0,0.9,0.2,5368,35545.0,7663.0,15479.0,1414.0,33.2,46.1,23.0,26.2,27.4,6.9,16.5,75.1,11.1,0.6,3.6,6.0,3.7,20.1,2713,84.6,9.7,5.7,0.0,16.9
41039004401,Oregon,Lane,5361,2694,2667,13.4,76.3,4.5,0.5,2.4,0.0,3945,38347.0,7519.0,20832.0,2379.0,18.4,20.0,27.5,16.4,32.7,10.1,13.3,70.7,7.9,9.7,4.0,4.7,3.1,19.2,2265,75.8,18.8,5.4,0.0,13.5
41039004403,Oregon,Lane,4892,2451,2441,10.0,76.7,0.2,0.8,3.5,0.7,4031,31980.0,3201.0,20014.0,3448.0,33.4,17.5,29.9,25.4,27.1,5.6,12.0,64.2,9.5,4.7,11.3,9.7,0.7,17.7,2291,83.2,10.7,6.2,0.0,19.2
41039004404,Oregon,Lane,3145,1645,1500,2.4,88.7,0.5,0.7,5.9,0.0,2603,75221.0,14552.0,47157.0,12766.0,9.4,18.2,41.6,11.7,34.3,8.1,4.3,71.9,5.8,6.6,0.7,3.6,11.5,17.0,1705,76.7,13.6,9.7,0.0,4.9
41039004405,Oregon,Lane,4794,2252,2542,4.1,86.4,0.7,0.6,6.4,0.0,3619,91875.0,17788.0,42994.0,5163.0,8.3,11.6,61.3,12.5,19.7,4.3,2.1,69.2,11.9,4.1,1.6,2.7,10.5,18.8,2281,74.7,15.0,9.9,0.4,6.4
41039004501,Oregon,Lane,2837,1338,1499,6.3,83.1,0.0,1.7,5.0,0.0,2326,32671.0,3843.0,22341.0,2822.0,31.4,16.4,40.4,30.3,21.1,4.1,4.2,55.8,8.0,2.8,10.9,13.6,8.8,16.6,1745,75.5,14.8,9.7,0.0,5.4
41039004502,Oregon,Lane,3554,1681,1873,12.6,82.2,0.9,0.0,0.9,0.0,2961,30115.0,3433.0,20349.0,2191.0,30.3,28.4,42.5,15.0,30.4,3.1,9.0,50.3,3.8,10.1,10.6,20.0,5.2,19.1,1962,77.3,18.9,3.8,0.0,11.0
41039004600,Oregon,Lane,2762,1276,1486,5.8,85.0,0.1,0.2,0.6,0.0,2155,50530.0,4579.0,26156.0,3865.0,19.0,20.9,46.4,28.7,15.7,2.1,7.1,62.6,8.1,6.5,4.7,11.6,6.6,18.3,1484,57.3,34.1,8.6,0.0,5.6
41039004700,Oregon,Lane,4199,2355,1844,7.3,86.9,1.5,0.0,2.8,0.0,3522,51741.0,11000.0,32562.0,5933.0,30.4,4.6,49.2,22.7,14.8,4.6,8.6,54.1,8.9,3.6,6.7,18.8,7.9,15.6,2256,71.9,21.6,6.4,0.0,5.2
41039004800,Oregon,Lane,5086,2769,2317,6.4,71.2,4.5,0.9,7.4,0.4,3878,16215.0,3788.0,15829.0,4154.0,60.8,38.3,39.8,38.4,14.2,2.1,5.6,31.6,6.1,11.5,23.4,24.5,2.9,13.6,2278,64.5,30.7,4.7,0.0,10.7
41039004900,Oregon,Lane,4403,2055,2348,4.8,80.6,1.1,0.0,8.2,0.0,3530,53772.0,7618.0,34429.0,4880.0,28.4,7.9,64.3,12.4,18.3,2.7,2.2,44.9,9.2,0.7,17.8,13.4,14.0,13.8,2285,59.5,26.8,13.7,0.0,5.3
41039005000,Oregon,Lane,4759,2375,2384,7.9,85.5,0.0,0.0,4.1,0.0,3843,48306.0,6450.0,33314.0,8991.0,18.6,12.7,60.2,14.7,12.2,4.8,8.2,61.2,4.3,6.9,1.5,20.5,5.7,17.2,2368,61.5,30.4,7.5,0.5,12.5
41039005100,Oregon,Lane,3236,1785,1451,11.5,79.0,2.1,0.2,4.4,0.0,2457,44973.0,6747.0,22630.0,2025.0,23.0,23.9,45.8,21.2,23.9,3.8,5.4,56.4,3.2,9.7,6.0,12.6,12.0,18.4,1672,65.4,26.0,8.6,0.0,8.4
41039005200,Oregon,Lane,2011,893,1118,6.2,85.9,0.0,0.0,3.3,0.0,1620,66576.0,8016.0,38517.0,3838.0,8.5,10.0,58.0,13.1,19.7,4.9,4.4,67.0,11.7,2.4,2.9,6.6,9.4,18.6,1025,58.5,29.7,11.8,0.0,5.9
41039005300,Oregon,Lane,2421,1233,1188,6.8,86.0,0.0,0.0,1.3,0.0,1909,67000.0,11944.0,33254.0,6216.0,9.1,4.1,56.7,19.4,15.0,4.3,4.6,68.1,17.5,2.1,3.5,3.5,5.2,14.6,1090,74.3,13.9,11.8,0.0,11.2
41039005400,Oregon,Lane,5772,2621,3151,6.1,84.3,0.5,1.0,3.6,0.0,4374,85172.0,12762.0,39741.0,5242.0,4.4,3.5,59.4,12.4,15.1,3.3,9.8,66.1,13.9,4.5,2.0,4.8,8.6,20.1,2821,63.0,30.2,6.1,0.8,7.0
41039990000,Oregon,Lane,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
41041950100,Oregon,Lincoln,3399,1671,1728,5.9,87.9,0.0,4.4,0.4,0.0,2734,42625.0,6901.0,28140.0,6669.0,13.2,12.0,24.9,20.1,20.3,17.4,17.2,85.8,10.8,1.4,1.5,0.0,0.5,30.2,1596,78.4,8.7,12.8,0.0,6.0
41041950303,Oregon,Lincoln,1449,762,687,4.3,85.7,0.0,1.4,7.9,0.0,1249,54896.0,7718.0,26513.0,3889.0,22.5,56.1,31.4,37.9,24.8,2.2,3.7,57.6,20.7,4.3,9.8,0.9,6.8,10.7,697,79.3,7.2,13.5,0.0,8.8
41041950304,Oregon,Lincoln,3362,1480,1882,16.7,75.6,0.3,2.7,1.7,0.1,2423,44286.0,9372.0,26622.0,3967.0,18.2,15.0,24.4,31.5,30.2,9.4,4.5,74.9,8.3,2.5,5.7,2.1,6.5,16.7,1568,76.7,10.9,12.4,0.0,7.5
41041950400,Oregon,Lincoln,4072,2070,2002,10.4,83.5,0.0,2.0,0.8,0.1,3188,32500.0,5557.0,19593.0,2175.0,19.0,24.7,24.5,33.6,30.0,3.5,8.3,62.6,9.3,3.0,8.1,3.0,14.0,14.6,1834,76.7,15.8,7.5,0.0,7.0
41041950601,Oregon,Lincoln,2160,1040,1120,1.0,87.5,0.1,0.5,6.8,0.0,1911,41228.0,7770.0,26051.0,3614.0,18.6,34.1,41.0,35.1,16.6,4.7,2.6,83.2,11.8,0.0,0.1,0.0,4.9,22.4,817,69.5,24.0,6.5,0.0,6.5
41041950602,Oregon,Lincoln,2357,1134,1223,5.7,90.4,0.0,0.7,1.7,0.0,2149,44583.0,6486.0,28002.0,2907.0,13.3,25.4,23.7,33.3,29.8,5.0,8.2,67.7,15.7,2.6,6.5,1.4,6.2,19.2,1114,69.9,12.9,17.1,0.0,10.5
41041950800,Oregon,Lincoln,3471,1475,1996,8.5,81.4,0.4,2.1,0.4,0.0,2620,39547.0,4686.0,26433.0,4148.0,21.6,43.3,32.3,26.4,19.4,5.2,16.8,69.6,22.3,0.0,1.9,1.4,4.8,15.0,1357,78.3,8.2,12.7,0.9,2.0
41041950900,Oregon,Lincoln,3665,1797,1868,21.3,68.0,0.0,0.8,0.8,2.2,2465,53523.0,11851.0,24453.0,2442.0,12.3,13.0,30.3,28.6,16.3,13.3,11.4,68.9,17.9,2.3,4.5,0.7,5.8,15.2,1829,75.9,14.1,9.6,0.4,3.5
41041951000,Oregon,Lincoln,2037,1106,931,15.4,75.5,3.3,1.6,0.9,0.0,1571,31117.0,3797.0,19046.0,2242.0,26.4,21.6,35.5,29.4,19.8,7.1,8.2,61.8,7.1,5.8,17.7,1.7,5.8,14.8,858,61.5,25.3,13.2,0.0,11.7
41041951100,Oregon,Lincoln,1656,777,879,18.8,76.0,0.0,1.2,0.7,0.1,1202,40333.0,9672.0,28503.0,4950.0,11.8,16.5,20.4,22.2,33.7,4.8,19.0,64.6,15.9,8.2,8.6,0.8,1.8,9.4,722,81.4,10.0,8.6,0.0,9.5
41041951200,Oregon,Lincoln,1749,845,904,3.0,93.3,0.0,0.3,0.8,0.0,1487,50938.0,8095.0,35854.0,5761.0,11.1,21.1,41.5,18.9,29.5,7.7,2.5,82.9,6.6,0.0,1.1,0.0,9.4,15.0,679,60.7,31.5,7.8,0.0,9.3
41041951300,Oregon,Lincoln,2113,1002,1111,3.7,92.9,0.0,1.8,0.0,0.2,1780,46974.0,13581.0,30921.0,4836.0,13.0,19.9,23.3,21.2,29.4,11.6,14.6,77.9,16.7,0.0,0.4,2.3,2.6,16.3,954,70.4,20.4,9.1,0.0,7.7
41041951400,Oregon,Lincoln,2910,1432,1478,5.4,93.3,0.0,0.1,0.0,0.0,2151,46635.0,8218.0,16888.0,2123.0,20.2,31.6,20.5,26.3,23.0,12.9,17.3,81.9,7.7,0.0,2.4,4.0,3.9,20.6,1198,78.6,11.0,10.4,0.0,9.7
41041951500,Oregon,Lincoln,2553,1263,1290,3.2,94.2,0.0,1.4,0.0,0.0,2255,40905.0,4921.0,27945.0,5984.0,16.8,28.7,34.2,20.8,21.9,13.2,9.8,68.7,16.0,0.0,0.0,2.6,12.7,31.6,793,69.2,15.8,15.0,0.0,4.6
41041951600,Oregon,Lincoln,3224,1649,1575,4.8,92.0,0.0,0.4,0.5,0.0,2721,46154.0,4984.0,23356.0,2306.0,13.9,16.8,26.4,28.6,28.0,10.2,6.9,75.6,13.0,4.7,3.0,0.0,3.7,22.0,1295,64.2,18.2,17.6,0.0,9.9
41041951700,Oregon,Lincoln,2045,1009,1036,8.1,86.2,1.4,0.3,0.6,0.3,1742,41518.0,8136.0,25823.0,3482.0,18.9,24.2,26.4,27.3,30.1,10.1,6.0,54.0,13.9,1.9,16.6,1.3,12.4,20.8,662,71.8,21.1,7.1,0.0,16.8
41041951800,Oregon,Lincoln,4125,2039,2086,2.8,68.7,0.8,18.1,0.5,0.1,3065,44063.0,5763.0,22984.0,2407.0,17.7,28.1,28.1,23.4,22.1,12.1,14.3,78.3,11.4,2.1,1.2,1.0,6.0,24.8,1481,58.0,30.8,10.3,0.9,10.4
41041990100,Oregon,Lincoln,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
41043020100,Oregon,Linn,9955,4846,5109,16.4,76.1,0.0,0.7,4.7,0.0,6732,61444.0,5657.0,24282.0,2716.0,22.3,30.3,26.7,16.2,24.3,17.9,14.9,78.5,8.5,0.3,2.2,0.1,10.3,22.8,4510,81.6,13.1,4.7,0.6,8.5
41043020200,Oregon,Linn,1989,1029,960,3.4,91.3,0.5,1.2,0.7,0.0,1593,55250.0,8470.0,26955.0,4096.0,13.4,10.4,37.6,18.9,15.5,10.1,17.9,81.4,14.1,0.0,0.8,1.6,2.2,19.8,1023,69.0,22.8,8.2,0.0,8.5
41043020300,Oregon,Linn,7508,3537,3971,7.3,85.9,0.6,0.0,1.0,0.0,5732,71488.0,7611.0,30807.0,3737.0,7.1,5.4,43.8,16.9,17.0,11.7,10.6,81.1,5.7,1.3,2.8,4.4,4.7,16.6,3642,79.7,14.2,6.1,0.0,15.5
41043020400,Oregon,Linn,4279,2276,2003,18.5,73.0,0.0,2.3,1.6,0.0,3014,31808.0,2235.0,16529.0,1878.0,30.7,55.3,24.1,21.5,25.3,11.2,17.9,69.9,12.5,0.0,8.0,4.7,5.0,19.7,1839,76.1,17.8,6.0,0.0,13.7
41043020500,Oregon,Linn,3707,1832,1875,12.9,83.8,0.0,0.3,0.9,1.7,2767,27443.0,7959.0,18905.0,2038.0,29.9,55.7,30.5,17.6,27.3,5.4,19.3,75.9,14.1,0.7,5.5,1.5,2.3,17.6,1448,84.0,14.6,1.4,0.0,13.0
41043020600,Oregon,Linn,8658,4093,4565,10.8,84.9,1.1,0.6,2.4,0.0,6441,52212.0,2679.0,22956.0,1769.0,11.4,15.4,24.3,24.1,28.8,8.6,14.3,79.2,12.1,0.7,3.8,0.4,3.7,19.8,3659,81.4,9.5,9.0,0.0,9.5
41043020700,Oregon,Linn,6019,2913,3106,8.7,86.5,0.2,1.3,1.7,0.0,4223,39928.0,5398.0,17870.0,2239.0,21.9,35.2,29.9,17.5,21.7,10.4,20.5,78.3,14.4,1.0,0.9,1.6,3.9,20.6,2575,81.4,13.8,4.2,0.5,8.3
41043020801,Oregon,Linn,2693,1521,1172,19.2,72.7,0.6,1.7,0.8,0.0,1934,28108.0,8587.0,14805.0,2284.0,32.6,51.9,20.6,25.0,23.6,6.8,24.1,75.2,11.1,0.0,3.2,5.2,5.2,18.4,1081,82.1,12.0,5.9,0.0,12.2
41043020802,Oregon,Linn,6285,3230,3055,21.3,68.2,3.2,4.7,1.1,0.0,4071,24446.0,4588.0,13732.0,1854.0,42.1,56.9,20.8,31.5,29.8,5.5,12.4,77.0,9.2,0.4,3.0,4.2,6.4,19.4,2324,77.2,14.5,8.3,0.0,13.1
41043030100,Oregon,Linn,5909,3046,2863,4.4,89.2,0.2,1.3,1.6,0.0,4429,50768.0,5371.0,24402.0,2829.0,14.4,17.2,22.8,19.7,28.3,12.9,16.3,68.4,16.7,0.2,2.0,0.7,12.1,30.1,2459,68.8,17.9,13.3,0.0,3.9
41043030200,Oregon,Linn,6681,3262,3419,4.6,91.5,0.1,1.5,0.6,0.0,5164,60451.0,3710.0,25244.0,2011.0,11.7,12.1,25.7,15.6,20.8,17.8,20.2,76.9,13.0,0.5,0.5,2.0,7.2,32.2,2961,70.3,20.9,8.7,0.0,9.2
41043030300,Oregon,Linn,2077,1065,1012,6.8,89.8,0.0,1.3,0.2,0.0,1760,52316.0,5972.0,26940.0,3556.0,14.0,14.2,23.6,15.6,26.4,16.8,17.6,84.3,7.6,1.1,1.3,3.4,2.3,29.0,904,75.0,19.2,5.8,0.0,6.8
41043030401,Oregon,Linn,6378,2900,3478,3.8,91.0,0.4,0.5,0.3,0.4,4471,28493.0,5790.0,17797.0,3546.0,25.7,41.0,20.5,25.7,21.3,13.0,19.5,76.7,12.9,0.1,3.7,0.6,6.0,27.1,1858,71.1,23.6,5.3,0.0,12.9
41043030402,Oregon,Linn,6845,3398,3447,1.4,94.4,0.0,0.4,0.6,0.3,5127,41134.0,6273.0,19236.0,2759.0,19.7,22.4,28.7,20.2,21.1,8.8,21.2,80.6,12.2,0.5,4.7,0.8,1.2,28.5,2204,77.9,17.1,5.0,0.0,16.2
41043030500,Oregon,Linn,3823,1785,2038,2.6,94.9,0.5,1.3,0.0,0.0,3084,50239.0,5153.0,26174.0,3652.0,11.8,13.0,34.2,14.4,14.5,22.4,14.6,81.1,8.7,1.0,1.9,0.1,7.2,31.2,1672,71.9,18.7,8.7,0.7,7.5
41043030600,Oregon,Linn,7025,3579,3446,11.1,85.5,0.0,1.2,0.0,0.2,4942,52014.0,3651.0,21118.0,2352.0,15.1,24.2,30.7,12.2,21.0,11.8,24.4,78.2,12.3,0.0,1.2,2.0,6.3,22.2,2989,76.0,15.5,8.3,0.2,9.9
41043030700,Oregon,Linn,3434,1646,1788,6.9,90.0,0.5,0.0,0.9,0.0,2842,50264.0,2982.0,29652.0,5086.0,10.6,12.2,37.9,14.7,29.0,7.5,11.0,73.8,11.8,0.1,1.5,2.4,10.3,23.4,1542,76.8,18.2,4.9,0.0,4.6
41043030800,Oregon,Linn,7408,3716,3692,1.6,93.9,0.2,3.2,0.1,0.0,5877,42064.0,7798.0,19330.0,2252.0,18.8,25.4,24.5,23.3,18.0,12.9,21.4,82.1,6.7,1.0,2.1,0.3,7.9,16.7,3111,80.1,14.9,5.0,0.0,13.1
41043030902,Oregon,Linn,7820,4176,3644,2.7,94.9,0.4,0.6,0.2,0.2,6043,52989.0,5493.0,22048.0,1710.0,8.5,13.6,29.1,13.1,21.9,16.6,19.4,80.1,11.9,1.0,2.5,1.2,3.3,25.3,3176,79.2,13.4,7.5,0.0,7.1
41043030903,Oregon,Linn,6013,2921,3092,2.3,93.4,0.0,2.7,0.3,0.0,4693,36250.0,3832.0,18932.0,1717.0,21.8,32.7,22.1,19.7,27.0,5.4,25.8,75.4,12.2,0.2,2.0,7.3,2.8,21.8,2393,83.2,13.7,3.1,0.0,13.1
41043030904,Oregon,Linn,4465,2032,2433,8.6,82.6,0.4,2.3,2.0,0.0,3266,40229.0,8554.0,19885.0,2166.0,22.6,28.9,38.0,21.5,18.1,9.5,12.9,81.3,8.9,0.0,3.5,0.7,5.7,21.5,1522,77.7,14.2,7.8,0.3,12.0
41045940000,Oregon,Malheur,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
41045970200,Oregon,Malheur,4541,2299,2242,37.1,57.1,0.4,0.7,2.5,0.2,3029,42132.0,10206.0,20045.0,2174.0,25.2,46.6,28.4,24.1,20.3,12.0,15.3,79.2,10.8,0.0,4.0,2.1,3.9,15.2,1687,75.5,17.2,6.3,0.9,12.0
41045970300,Oregon,Malheur,4540,2120,2420,30.8,66.2,0.2,0.0,1.5,0.0,3083,28831.0,7371.0,18938.0,3604.0,31.9,39.7,29.8,26.3,25.1,6.1,12.6,77.9,6.5,0.0,9.7,2.4,3.5,12.9,1602,78.5,15.8,5.5,0.2,7.2
41045970400,Oregon,Malheur,4379,2176,2203,49.9,46.9,0.6,0.0,1.5,0.0,2583,26399.0,7135.0,14652.0,1785.0,36.2,54.0,12.5,36.2,21.0,15.6,14.8,76.3,17.8,0.4,3.7,0.0,1.8,16.7,1627,79.7,12.7,7.6,0.0,14.7
41045970500,Oregon,Malheur,5171,2680,2491,48.3,49.5,0.6,0.0,1.2,0.0,2977,44597.0,8238.0,17084.0,1631.0,24.4,29.3,26.0,16.6,15.2,20.2,22.0,74.4,17.0,0.4,3.1,1.0,4.3,20.1,2023,73.3,17.4,8.9,0.4,14.7
41045970600,Oregon,Malheur,4386,2139,2247,20.9,77.2,0.2,0.1,0.5,0.0,2796,37033.0,3935.0,17609.0,2085.0,21.4,34.1,31.3,21.0,13.0,16.7,18.0,73.8,10.5,0.2,5.8,3.1,6.6,16.2,1695,57.0,30.5,12.0,0.5,9.2
41045970700,Oregon,Malheur,1580,825,755,14.4,79.5,0.0,1.5,2.2,0.1,1111,42434.0,6061.0,24409.0,4309.0,11.8,17.5,39.4,17.6,15.9,16.5,10.7,70.1,8.9,0.0,3.1,2.0,15.8,22.7,655,63.1,15.0,20.0,2.0,6.4
41045970900,Oregon,Malheur,5954,4458,1496,18.0,69.9,3.3,1.5,1.8,0.0,4877,42826.0,7568.0,11759.0,1289.0,15.4,11.0,42.3,15.1,11.7,21.5,9.3,66.0,8.9,0.6,10.2,0.5,13.9,22.5,1306,60.2,23.3,16.2,0.4,9.3
41047000200,Oregon,Marion,3152,1567,1585,6.0,81.4,0.7,0.4,4.4,0.0,2728,33564.0,8236.0,24346.0,4801.0,25.4,16.0,37.1,22.0,26.7,5.0,9.2,46.7,9.5,3.8,30.1,3.6,6.4,14.4,1430,69.1,26.1,4.1,0.8,10.5
41047000300,Oregon,Marion,4872,2418,2454,26.4,62.6,1.1,2.3,1.0,1.9,3224,32597.0,2551.0,16351.0,1940.0,30.6,48.0,27.0,25.9,29.1,7.4,10.7,62.4,14.2,6.1,5.8,8.6,2.9,19.0,2140,79.0,13.9,7.1,0.0,16.9
41047000400,Oregon,Marion,5042,2287,2755,36.3,52.9,1.0,0.1,0.0,2.1,3007,24362.0,1985.0,13186.0,1591.0,43.6,60.5,21.3,27.7,19.0,17.9,14.2,64.0,22.0,0.1,7.6,3.5,2.8,22.2,1764,84.6,10.9,4.5,0.0,21.0
41047000501,Oregon,Marion,4229,2273,1956,36.6,43.1,4.6,0.2,1.8,4.9,2219,50421.0,7454.0,14130.0,2006.0,20.6,29.4,18.4,26.4,16.4,18.0,20.8,67.9,22.4,0.6,2.6,3.9,2.7,20.5,1667,79.6,18.2,2.2,0.0,12.2
41047000502,Oregon,Marion,5006,2795,2211,48.5,41.3,1.5,1.2,0.4,3.4,2702,24890.0,5636.0,10498.0,1446.0,54.8,68.4,17.4,30.7,14.1,21.4,16.3,63.8,24.0,1.2,3.5,3.2,4.3,25.3,1561,80.3,9.4,10.4,0.0,27.9
41047000600,Oregon,Marion,4646,2150,2496,14.2,80.6,0.5,1.2,1.1,0.0,3597,42569.0,3923.0,24170.0,3235.0,14.4,22.5,37.5,20.5,25.5,6.2,10.3,65.5,19.6,0.6,6.6,4.0,3.7,15.7,2416,70.4,23.8,5.8,0.0,8.6
41047000701,Oregon,Marion,8359,5456,2903,27.1,55.2,5.6,1.5,1.5,0.8,6036,31368.0,4267.0,10816.0,1421.0,35.3,45.4,29.2,26.1,17.8,9.0,18.0,63.0,16.0,4.3,8.2,3.5,5.1,21.4,2150,84.6,9.7,4.7,1.0,17.8
41047000900,Oregon,Marion,6623,3380,3243,32.9,60.0,0.5,0.2,2.5,0.0,4156,39000.0,5542.0,18323.0,4929.0,24.8,15.6,20.9,25.3,24.7,18.3,10.7,67.1,15.3,0.2,13.5,0.8,3.1,19.2,2678,81.9,13.1,5.0,0.0,9.8
41047001000,Oregon,Marion,4377,2310,2067,32.7,57.9,0.3,0.4,3.8,0.0,2722,32196.0,3776.0,14343.0,1623.0,36.4,46.4,34.3,21.6,20.4,13.1,10.5,70.9,10.1,1.1,5.4,8.6,4.0,21.1,1636,71.4,22.1,6.5,0.0,17.7
41047001100,Oregon,Marion,4370,2120,2250,11.1,77.0,1.9,0.5,3.5,0.0,3467,45955.0,4075.0,25067.0,2651.0,16.8,32.1,37.2,15.6,31.1,8.3,7.7,76.8,6.5,1.7,5.4,3.0,6.6,20.3,2196,68.5,27.1,4.4,0.0,8.5
41047001200,Oregon,Marion,3452,1558,1894,7.3,87.1,0.7,0.5,3.0,0.0,2898,40471.0,3859.0,29924.0,4728.0,22.2,28.1,46.0,17.9,23.5,6.6,5.9,76.2,11.4,0.6,3.8,4.1,3.8,17.6,1717,72.0,23.7,3.6,0.7,7.4
41047001300,Oregon,Marion,4009,1982,2027,7.3,84.2,0.6,0.6,1.4,0.0,3185,57422.0,8687.0,43536.0,6126.0,11.2,15.4,53.2,12.5,23.7,5.6,5.0,77.6,11.2,0.0,6.8,1.2,3.3,17.1,2370,71.4,24.3,4.3,0.0,6.4
41047001401,Oregon,Marion,5918,2804,3114,14.9,81.3,0.2,0.0,1.8,0.0,4500,52552.0,9621.0,25410.0,2761.0,20.4,41.7,33.9,17.4,33.8,1.4,13.5,79.3,10.7,4.0,0.0,0.0,6.0,22.2,2412,74.0,20.7,5.3,0.0,10.6
41047001402,Oregon,Marion,6007,2836,3171,24.3,66.4,1.5,0.5,4.2,0.2,4011,51319.0,9325.0,23706.0,3527.0,8.7,4.6,29.4,22.7,31.5,7.0,9.4,67.2,24.0,1.1,1.3,2.1,4.3,22.2,2894,62.8,27.7,9.5,0.0,8.6
41047001501,Oregon,Marion,4723,2241,2482,16.1,75.5,0.6,0.4,1.8,1.8,3394,64271.0,6977.0,27200.0,2529.0,11.5,21.3,37.6,18.3,26.0,7.5,10.6,83.4,9.9,2.5,0.7,0.8,2.8,22.1,1999,69.2,29.4,1.5,0.0,8.4
41047001502,Oregon,Marion,5343,2667,2676,30.6,60.8,0.9,1.6,0.2,0.5,3410,46372.0,5240.0,19188.0,3401.0,19.5,34.4,26.6,20.4,26.3,11.4,15.4,77.3,14.1,1.9,2.3,2.6,1.8,23.2,2402,80.2,16.7,3.1,0.0,6.5
41047001503,Oregon,Marion,4461,2105,2356,27.8,64.0,1.9,1.1,0.8,0.0,2852,34088.0,7402.0,17367.0,1762.0,23.9,43.4,22.5,24.1,23.6,16.5,13.3,66.9,23.5,2.9,2.4,1.7,2.4,25.3,1809,77.9,12.2,9.9,0.0,15.9
41047001601,Oregon,Marion,7520,3801,3719,37.3,54.3,0.0,0.0,2.4,0.0,4487,53750.0,11601.0,21193.0,2203.0,16.5,27.6,28.6,14.4,24.5,16.3,16.3,67.6,19.4,2.6,4.6,2.0,3.7,21.6,2984,77.2,19.3,3.4,0.0,11.1
41047001602,Oregon,Marion,9124,4228,4896,52.2,35.1,1.0,1.6,4.0,0.0,4147,32333.0,4368.0,14931.0,2381.0,29.8,37.9,20.0,23.5,26.7,16.6,13.3,78.2,13.9,3.1,1.3,1.3,2.1,22.1,3614,85.3,13.0,1.7,0.0,14.0
41047001603,Oregon,Marion,7225,3680,3545,34.3,56.6,0.9,1.2,5.0,0.2,3962,54594.0,5247.0,20181.0,2696.0,8.3,5.0,25.0,16.2,19.8,9.6,29.4,72.6,19.1,1.3,0.0,1.0,5.9,23.2,3088,83.2,11.0,5.8,0.0,7.3
41047001604,Oregon,Marion,7927,3847,4080,39.0,44.3,3.4,0.4,6.7,3.1,4541,39568.0,8601.0,18059.0,2090.0,19.0,24.1,22.8,22.3,25.2,9.6,20.1,64.6,10.0,9.7,11.8,3.2,0.7,26.8,3437,87.3,11.5,1.2,0.0,12.9
41047001701,Oregon,Marion,6987,3349,3638,49.2,45.2,0.0,1.1,0.2,2.9,3357,35809.0,6832.0,14790.0,1862.0,31.9,52.2,19.2,20.0,25.7,21.9,13.2,61.1,25.6,4.1,3.7,1.6,3.9,24.4,2705,81.7,16.0,2.3,0.0,16.5
41047001702,Oregon,Marion,5599,2697,2902,39.4,44.5,1.1,1.0,4.3,4.3,3116,43576.0,3901.0,16346.0,1502.0,21.3,28.4,19.2,21.5,20.5,24.0,14.7,61.7,21.5,4.2,3.3,1.0,8.3,22.9,2172,80.9,14.9,4.1,0.0,13.8
